,ssec,wti,ine
2019/6/30,7.64E-03,2.03E-02,1.72E-02
2019/7/1,1.07E-02,1.90E-02,1.54E-02
2019/7/2,1.63E-02,1.85E-02,1.56E-02
2019/7/3,1.13E-02,2.57E-02,1.54E-02
2019/7/4,1.06E-02,2.50E-02,2.76E-02
2019/7/5,8.66E-03,2.34E-02,2.02E-02
2019/7/6,7.60E-03,2.18E-02,1.67E-02
2019/7/7,8.50E-03,2.04E-02,1.65E-02
2019/7/8,1.30E-02,1.91E-02,1.90E-02
2019/7/9,1.92E-02,1.80E-02,2.29E-02
2019/7/10,1.30E-02,1.76E-02,1.86E-02
2019/7/11,9.97E-03,2.38E-02,1.60E-02
2019/7/12,8.11E-03,2.20E-02,3.41E-02
2019/7/13,7.78E-03,2.05E-02,2.40E-02
2019/7/14,7.62E-03,1.92E-02,1.84E-02
2019/7/15,7.53E-03,1.84E-02,1.60E-02
2019/7/16,7.47E-03,1.83E-02,1.59E-02
2019/7/17,7.07E-03,2.24E-02,1.57E-02
2019/7/18,6.96E-03,2.20E-02,3.05E-02
2019/7/19,9.53E-03,2.20E-02,3.12E-02
2019/7/20,9.36E-03,2.07E-02,2.60E-02
2019/7/21,7.84E-03,1.96E-02,2.03E-02
2019/7/22,8.08E-03,1.86E-02,1.67E-02
2019/7/23,1.09E-02,1.79E-02,1.79E-02
2019/7/24,9.01E-03,1.82E-02,1.97E-02
2019/7/25,9.20E-03,1.83E-02,1.95E-02
2019/7/26,8.33E-03,1.72E-02,1.74E-02
2019/7/27,7.52E-03,1.64E-02,1.61E-02
2019/7/28,7.07E-03,1.59E-02,1.50E-02
2019/7/29,6.84E-03,1.58E-02,1.47E-02
2019/7/30,6.80E-03,1.63E-02,1.53E-02
2019/7/31,7.17E-03,1.87E-02,1.52E-02
2019/8/1,8.12E-03,1.77E-02,1.70E-02
2019/8/2,8.93E-03,3.27E-02,1.55E-02
2019/8/3,1.18E-02,3.12E-02,2.88E-02
2019/8/4,1.31E-02,2.89E-02,2.59E-02
2019/8/5,1.38E-02,2.64E-02,2.03E-02
2019/8/6,1.44E-02,2.48E-02,1.68E-02
2019/8/7,1.44E-02,2.46E-02,1.59E-02
2019/8/8,1.05E-02,2.48E-02,2.22E-02
2019/8/9,1.02E-02,2.70E-02,2.39E-02
2019/8/10,9.38E-03,2.81E-02,1.95E-02
2019/8/11,7.82E-03,2.75E-02,1.87E-02
2019/8/12,8.50E-03,2.59E-02,1.96E-02
2019/8/13,1.18E-02,2.39E-02,2.13E-02
2019/8/14,9.84E-03,2.57E-02,1.72E-02
2019/8/15,8.46E-03,2.81E-02,2.45E-02
2019/8/16,7.58E-03,2.61E-02,2.11E-02
2019/8/17,0.007274659,0.024162279,0.017886267
2019/8/18,0.008923225,0.022888616,0.019235025
2019/8/19,1.21E-02,2.24E-02,2.34E-02
2019/8/20,1.61E-02,2.29E-02,2.89E-02
2019/8/21,1.12E-02,2.12E-02,2.33E-02
2019/8/22,8.69E-03,1.99E-02,1.81E-02
2019/8/23,7.54E-03,1.87E-02,1.64E-02
2019/8/24,7.68E-03,2.03E-02,1.52E-02
2019/8/25,7.10E-03,2.04E-02,1.50E-02
2019/8/26,7.92E-03,1.98E-02,1.52E-02
2019/8/27,1.04E-02,1.87E-02,1.56E-02
2019/8/28,0.011904534,0.023390048,0.014856389
2019/8/29,0.009209945,0.02278728,0.015673897
2019/8/30,7.77E-03,2.20E-02,1.88E-02
2019/8/31,0.007197769,0.023182397,0.020665401
2019/9/1,0.007201516,0.02384855,0.018123005
2019/9/2,0.008636153,0.024116895,0.01577039
2019/9/3,1.12E-02,2.41E-02,1.60E-02
2019/9/4,0.008770303,0.023844233,0.016010892
2019/9/5,0.009585407,0.026784566,0.014942435
2019/9/6,0.009996528,0.024624186,0.027897305
2019/9/7,8.61E-03,2.29E-02,2.15E-02
2019/9/8,0.008357806,0.022000967,0.018707971
2019/9/9,0.008648739,0.022060168,0.017500933
2019/9/10,0.009194016,0.023209424,0.016955485
2019/9/11,0.007771738,0.021495901,0.02572275
2019/9/12,0.007591724,0.022377661,0.022602838
2019/9/13,0.008494745,0.021264534,0.027386276
2019/9/14,8.22E-03,1.99E-02,2.05E-02
2019/9/15,0.007671675,0.024550157,0.020093496
2019/9/16,0.00716976,0.040798171,0.031742713
2019/9/17,0.00688351,0.063711074,0.048389072
2019/9/18,1.31E-02,6.31E-02,3.80E-02
2019/9/19,9.74E-03,5.74E-02,3.16E-02
2019/9/20,8.50E-03,5.19E-02,3.09E-02
2019/9/21,7.58E-03,4.69E-02,2.17E-02
2019/9/22,7.13E-03,4.25E-02,1.73E-02
2019/9/23,7.79E-03,3.85E-02,1.56E-02
2019/9/24,9.49E-03,3.51E-02,1.52E-02
2019/9/25,8.07E-03,3.43E-02,1.59E-02
2019/9/26,9.68E-03,3.16E-02,2.26E-02
2019/9/27,0.009796088,0.028835147,0.021016197
2019/9/28,8.04E-03,2.65E-02,1.70E-02
2019/9/29,7.39E-03,2.49E-02,1.54E-02
2019/9/30,7.90E-03,2.45E-02,1.48E-02
2019/10/1,9.29E-03,2.56E-02,1.47E-02
2019/10/2,9.21E-03,2.36E-02,1.48E-02
2019/10/3,8.70E-03,2.37E-02,1.52E-02
2019/10/4,8.09E-03,2.40E-02,1.57E-02
2019/10/5,7.54E-03,2.26E-02,1.64E-02
2019/10/6,7.11E-03,2.12E-02,1.72E-02
2019/10/7,6.86E-03,1.98E-02,1.81E-02
2019/10/8,6.82E-03,1.85E-02,1.91E-02
2019/10/9,6.99E-03,1.75E-02,2.01E-02
2019/10/10,7.25E-03,1.66E-02,2.50E-02
2019/10/11,8.51E-03,1.86E-02,2.03E-02
2019/10/12,0.009303583,0.020249706,0.027747011
2019/10/13,9.93E-03,1.93E-02,3.02E-02
2019/10/14,1.05E-02,1.83E-02,3.13E-02
2019/10/15,1.11E-02,1.95E-02,3.20E-02
2019/10/16,9.33E-03,1.90E-02,2.50E-02
2019/10/17,8.23E-03,1.79E-02,1.99E-02
2019/10/18,7.32E-03,1.78E-02,3.53E-02
2019/10/19,1.09E-02,1.68E-02,2.45E-02
2019/10/20,1.02E-02,1.61E-02,1.93E-02
2019/10/21,8.59E-03,1.54E-02,1.71E-02
2019/10/22,7.48E-03,1.49E-02,1.62E-02
2019/10/23,7.70E-03,1.56E-02,1.62E-02
2019/10/24,7.61E-03,1.82E-02,1.51E-02
2019/10/25,7.06E-03,1.72E-02,1.57E-02
2019/10/26,7.48E-03,1.66E-02,1.75E-02
2019/10/27,7.98E-03,1.58E-02,1.75E-02
2019/10/28,8.56E-03,1.55E-02,1.69E-02
2019/10/29,9.21E-03,1.63E-02,1.63E-02
2019/10/30,9.53E-03,1.57E-02,1.51E-02
2019/10/31,8.52E-03,1.58E-02,1.57E-02
2019/11/1,7.77E-03,1.65E-02,1.65E-02
2019/11/2,9.52E-03,2.19E-02,1.99E-02
2019/11/3,9.58E-03,2.31E-02,1.74E-02
2019/11/4,9.14E-03,2.24E-02,1.56E-02
2019/11/5,8.56E-03,2.09E-02,1.72E-02
2019/11/6,8.21E-03,2.02E-02,2.11E-02
2019/11/7,7.82E-03,1.98E-02,1.70E-02
2019/11/8,7.14E-03,1.92E-02,1.76E-02
2019/11/9,7.55E-03,1.82E-02,1.82E-02
2019/11/10,9.25E-03,1.72E-02,1.78E-02
2019/11/11,1.18E-02,1.63E-02,1.71E-02
2019/11/12,1.48E-02,1.58E-02,1.64E-02
2019/11/13,1.06E-02,1.51E-02,1.69E-02
2019/11/14,8.63E-03,1.52E-02,1.73E-02
2019/11/15,7.56E-03,1.47E-02,1.55E-02
2019/11/16,8.13E-03,1.64E-02,1.55E-02
2019/11/17,7.41E-03,1.61E-02,1.50E-02
2019/11/18,7.09E-03,1.54E-02,1.46E-02
2019/11/19,7.90E-03,1.59E-02,1.45E-02
2019/11/20,8.99E-03,1.98E-02,1.45E-02
2019/11/21,9.14E-03,2.25E-02,2.01E-02
2019/11/22,7.88E-03,2.28E-02,1.81E-02
2019/11/23,8.23E-03,2.16E-02,2.16E-02
2019/11/24,7.41E-03,2.03E-02,2.17E-02
2019/11/25,7.19E-03,1.90E-02,2.07E-02
2019/11/26,8.28E-03,1.79E-02,1.95E-02
2019/11/27,0.007341208,0.017050311,0.016395728
2019/11/28,0.00700214,0.016306376,0.015397484
2019/11/29,0.007437928,0.018635166,0.014746225
2019/11/30,0.008014675,0.025583658,0.014618725
2019/12/1,0.007592152,0.025765306,0.014923428
2019/12/2,0.007090094,0.023827512,0.017464305
2019/12/3,6.90E-03,2.28E-02,2.20E-02
2019/12/4,0.007060008,0.021322847,0.019280606
2019/12/5,0.006993518,0.025584327,0.016977907
2019/12/6,0.008286997,0.023575656,0.018781184
2019/12/7,0.007839728,0.022254177,0.016459522
2019/12/8,0.007431253,0.020791615,0.016763618
2019/12/9,0.007102324,0.019401998,0.018669588
2019/12/10,6.88E-03,1.83E-02,2.15E-02
2019/12/11,6.80E-03,1.73E-02,1.98E-02
2019/12/12,6.92E-03,1.67E-02,1.65E-02
2019/12/13,7.05E-03,1.62E-02,1.51E-02
2019/12/14,0.013183807,0.015995539,0.014928874
2019/12/15,0.013012611,0.015611039,0.015100253
2019/12/16,0.011382179,0.015123366,0.015462485
2019/12/17,0.009467649,0.014613142,0.015946343
2019/12/18,0.011270835,0.014324112,0.014939842
2019/12/19,0.008782621,0.01394426,0.014681636
2019/12/20,0.007553725,0.013684148,0.015385272
2019/12/21,0.007490339,0.014429522,0.015571315
2019/12/22,8.45E-03,1.44E-02,1.49E-02
2019/12/23,1.01E-02,1.40E-02,1.46E-02
2019/12/24,1.22E-02,1.37E-02,1.49E-02
2019/12/25,1.01E-02,1.40E-02,1.48E-02
2019/12/26,0.008150962,0.014269559,0.01639014
2019/12/27,9.08E-03,1.45E-02,1.52E-02
2019/12/28,7.70E-03,1.41E-02,1.65E-02
2019/12/29,7.41E-03,1.37E-02,1.64E-02
2019/12/30,8.45E-03,1.34E-02,1.59E-02
2019/12/31,1.05E-02,1.32E-02,1.54E-02
2020/1/1,8.58E-03,1.33E-02,1.73E-02
2020/1/2,8.83E-03,1.35E-02,1.76E-02
2020/1/3,1.05E-02,1.36E-02,1.74E-02
2020/1/4,8.35E-03,1.81E-02,2.95E-02
2020/1/5,0.007370171,0.020730396,0.034217094
2020/1/6,0.006963605,0.022409561,0.037139574
2020/1/7,0.00680306,0.02345871,0.039540015
2020/1/8,0.008056296,0.022022926,0.026789355
2020/1/9,1.07E-02,2.69E-02,1.97E-02
2020/1/10,0.01022222,0.024710424,0.039311091
2020/1/11,8.22E-03,2.30E-02,3.18E-02
2020/1/12,7.42E-03,2.17E-02,2.58E-02
2020/1/13,7.60E-03,2.09E-02,2.08E-02
2020/1/14,8.53E-03,2.05E-02,1.72E-02
2020/1/15,7.66E-03,1.92E-02,2.34E-02
2020/1/16,7.88E-03,1.80E-02,2.06E-02
2020/1/17,7.89E-03,1.79E-02,1.74E-02
2020/1/18,7.18E-03,1.70E-02,1.57E-02
2020/1/19,7.07E-03,1.62E-02,1.49E-02
2020/1/20,7.43E-03,1.55E-02,1.46E-02
2020/1/21,8.15E-03,1.49E-02,1.45E-02
2020/1/22,1.16E-02,1.46E-02,1.62E-02
2020/1/23,9.06E-03,2.12E-02,1.61E-02
2020/1/24,1.94E-02,3.03E-02,2.52E-02
2020/1/25,2.46E-02,3.23E-02,3.01E-02
2020/1/26,2.87E-02,3.12E-02,3.39E-02
2020/1/27,3.26E-02,2.88E-02,3.76E-02
2020/1/28,3.64E-02,2.65E-02,4.12E-02
2020/1/29,0.040231217,0.025859352,0.04480603
2020/1/30,0.044027281,0.023995276,0.048454666
2020/1/31,0.047830017,0.022363504,0.052128488
2020/2/1,5.16E-02,2.11E-02,5.58E-02
2020/2/2,0.05545516,0.020871534,0.059537812
2020/2/3,0.059275776,0.021838479,0.063266736
2020/2/4,0.063100591,0.024040769,0.067008341
2020/2/5,4.00E-02,2.28E-02,5.07E-02
2020/2/6,2.63E-02,2.47E-02,3.23E-02
2020/2/7,2.02E-02,2.29E-02,2.75E-02
2020/2/8,1.36E-02,2.18E-02,2.05E-02
2020/2/9,1.02E-02,2.09E-02,1.77E-02
2020/2/10,8.68E-03,2.01E-02,1.70E-02
2020/2/11,8.17E-03,1.96E-02,1.73E-02
2020/2/12,7.69E-03,1.86E-02,1.56E-02
2020/2/13,8.99E-03,2.25E-02,1.71E-02
2020/2/14,0.008899324,0.02105772,0.017147279
2020/2/15,7.97E-03,2.07E-02,1.54E-02
2020/2/16,9.64E-03,2.01E-02,1.49E-02
2020/2/17,1.31E-02,1.93E-02,1.49E-02
2020/2/18,0.017321341,0.018430546,0.015146667
2020/2/19,0.011876691,0.017538595,0.015847702
2020/2/20,9.24E-03,2.00E-02,1.76E-02
2020/2/21,1.40E-02,1.88E-02,2.06E-02
2020/2/22,1.03E-02,1.80E-02,1.81E-02
2020/2/23,8.27E-03,1.85E-02,2.07E-02
2020/2/24,7.35E-03,2.07E-02,2.62E-02
2020/2/25,7.18E-03,2.47E-02,3.29E-02
2020/2/26,7.88E-03,2.58E-02,2.29E-02
2020/2/27,8.94E-03,3.22E-02,3.12E-02
2020/2/28,7.66E-03,3.54E-02,3.89E-02
2020/2/29,2.51E-02,3.58E-02,3.89E-02
2020/3/1,1.89E-02,3.26E-02,3.07E-02
2020/3/2,1.37E-02,3.18E-02,2.19E-02
2020/3/3,2.21E-02,3.82E-02,1.94E-02
2020/3/4,1.53E-02,3.48E-02,2.81E-02
2020/3/5,1.15E-02,3.17E-02,2.22E-02
2020/3/6,1.54E-02,2.97E-02,1.78E-02
2020/3/7,1.33E-02,4.67E-02,3.41E-02
2020/3/8,1.52E-02,7.43E-02,4.10E-02
2020/3/9,1.89E-02,1.08E-01,4.59E-02
2020/3/10,2.33E-02,1.45E-01,5.03E-02
2020/3/11,1.91E-02,1.38E-01,6.90E-02
2020/3/12,1.42E-02,1.25E-01,8.35E-02
2020/3/13,1.41E-02,1.15E-01,7.58E-02
2020/3/14,1.29E-02,1.05E-01,4.81E-02
2020/3/15,1.58E-02,9.43E-02,3.08E-02
2020/3/16,2.06E-02,8.70E-02,2.76E-02
2020/3/17,2.60E-02,8.72E-02,3.77E-02
2020/3/18,1.69E-02,8.28E-02,3.59E-02
2020/3/19,1.66E-02,1.16E-01,3.64E-02
2020/3/20,1.31E-02,1.47E-01,3.46E-02
2020/3/21,1.40E-02,1.47E-01,7.15E-02
2020/3/22,1.01E-02,1.41E-01,6.43E-02
2020/3/23,1.29E-02,1.32E-01,4.77E-02
2020/3/24,2.23E-02,1.20E-01,3.11E-02
2020/3/25,2.08E-02,1.09E-01,6.09E-02
2020/3/26,1.95E-02,9.81E-02,4.21E-02
2020/3/27,1.36E-02,9.07E-02,3.09E-02
2020/3/28,1.00E-02,8.27E-02,2.75E-02
2020/3/29,8.16E-03,7.62E-02,2.58E-02
2020/3/30,7.99E-03,7.14E-02,2.47E-02
2020/3/31,9.24E-03,6.83E-02,2.38E-02
2020/4/1,7.79E-03,6.69E-02,4.82E-02
2020/4/2,8.02E-03,6.19E-02,3.12E-02
2020/4/3,1.29E-02,1.04E-01,7.10E-02
2020/4/4,1.03E-02,1.10E-01,4.69E-02
2020/4/5,8.23E-03,1.03E-01,3.64E-02
2020/4/6,8.63E-03,9.29E-02,3.40E-02
2020/4/7,1.15E-02,8.84E-02,3.56E-02
2020/4/8,1.57E-02,8.43E-02,3.86E-02
2020/4/9,1.11E-02,7.58E-02,2.65E-02
2020/4/10,8.93E-03,7.47E-02,2.89E-02
2020/4/11,1.01E-02,7.15E-02,3.09E-02
2020/4/12,9.82E-03,6.69E-02,2.98E-02
2020/4/13,9.09E-03,6.15E-02,2.77E-02
2020/4/14,8.29E-03,5.58E-02,2.52E-02
2020/4/15,1.25E-02,5.78E-02,3.64E-02
2020/4/16,9.99E-03,5.22E-02,3.29E-02
2020/4/17,8.34E-03,4.72E-02,4.57E-02
2020/4/18,8.47E-03,1.15E-01,4.44E-02
2020/4/19,8.35E-03,1.15E-01,4.19E-02
2020/4/20,8.16E-03,1.03E-01,3.90E-02
2020/4/21,0.007937047,0.111302883,0.035962932
2020/4/22,9.20E-03,1.75E-01,4.04E-02
2020/4/23,0.008629538,0.182465849,0.073042678
2020/4/24,0.007587499,0.186979977,0.066562021
2020/4/25,9.78E-03,1.69E-01,5.15E-02
2020/4/26,0.008938671,0.152827063,0.032947668
2020/4/27,0.007716815,0.148952825,0.031624643
2020/4/28,0.007275697,0.164167053,0.053286708
2020/4/29,0.007034778,0.171213888,0.053023816
2020/4/30,0.007386845,0.18234092,0.060104617
2020/5/1,1.10E-02,1.96E-01,4.36E-02
2020/5/2,0.011519076,0.176771673,0.03733241
2020/5/3,1.13E-02,1.60E-01,3.63E-02
2020/5/4,1.07E-02,1.46E-01,3.74E-02
2020/5/5,1.01E-02,1.34E-01,3.93E-02
2020/5/6,9.42E-03,1.64E-01,4.15E-02
2020/5/7,0.008807341,0.147755535,0.043844584
2020/5/8,0.007705781,0.133438938,0.028822536
2020/5/9,8.84E-03,1.21E-01,2.16E-02
2020/5/10,0.008337488,0.109455331,0.017231283
2020/5/11,7.55E-03,9.84E-02,1.63E-02
2020/5/12,7.04E-03,8.92E-02,1.88E-02
2020/5/13,6.87E-03,8.12E-02,2.20E-02
2020/5/14,6.92E-03,7.33E-02,2.20E-02
2020/5/15,9.14E-03,7.52E-02,2.62E-02
2020/5/16,7.72E-03,7.30E-02,3.94E-02
2020/5/17,7.11E-03,7.28E-02,4.30E-02
2020/5/18,6.92E-03,7.43E-02,4.41E-02
2020/5/19,6.96E-03,7.73E-02,4.45E-02
2020/5/20,8.51E-03,6.96E-02,3.09E-02
2020/5/21,8.13E-03,6.70E-02,2.32E-02
2020/5/22,8.07E-03,6.06E-02,3.16E-02
2020/5/23,1.42E-02,5.48E-02,3.14E-02
2020/5/24,1.28E-02,4.95E-02,2.61E-02
2020/5/25,0.010076538,0.045531192,0.020151835
2020/5/26,0.008194686,0.043808623,0.016796653
2020/5/27,0.009733801,0.045016344,0.02239939
2020/5/28,0.008275004,0.047381447,0.017678135
2020/5/29,7.63E-03,4.37E-02,1.56E-02
2020/5/30,7.20E-03,4.84E-02,1.56E-02
2020/5/31,8.86E-03,5.06E-02,1.58E-02
2020/6/1,1.24E-02,5.11E-02,1.62E-02
2020/6/2,1.67E-02,5.05E-02,1.66E-02
2020/6/3,1.16E-02,4.76E-02,1.58E-02
2020/6/4,8.90E-03,4.31E-02,3.39E-02
2020/6/5,7.66E-03,3.95E-02,2.67E-02
2020/6/6,7.51E-03,3.91E-02,1.98E-02
2020/6/7,7.35E-03,3.59E-02,2.07E-02
2020/6/8,7.20E-03,3.29E-02,2.81E-02
2020/6/9,7.06E-03,3.31E-02,3.82E-02
2020/6/10,7.91E-03,3.03E-02,2.64E-02
2020/6/11,7.66E-03,2.77E-02,2.16E-02
2020/6/12,8.65E-03,3.78E-02,2.32E-02
2020/6/13,7.50E-03,4.54E-02,4.86E-02
2020/6/14,7.40E-03,4.43E-02,4.94E-02
2020/6/15,8.26E-03,4.03E-02,4.46E-02
2020/6/16,9.81E-03,3.78E-02,3.80E-02
2020/6/17,1.22E-02,3.52E-02,3.10E-02
2020/6/18,9.19E-03,3.27E-02,3.19E-02
2020/6/19,7.77E-03,3.09E-02,2.22E-02
2020/6/20,9.39E-03,2.85E-02,2.08E-02
2020/6/21,8.75E-03,2.61E-02,1.87E-02
2020/6/22,7.73E-03,2.41E-02,1.68E-02
2020/6/23,7.12E-03,2.27E-02,1.53E-02
2020/6/24,6.96E-03,2.22E-02,1.47E-02
2020/6/25,7.07E-03,3.18E-02,1.45E-02
2020/6/26,6.88E-03,3.10E-02,1.52E-02
2020/6/27,6.78E-03,2.89E-02,1.83E-02
2020/6/28,6.91E-03,2.65E-02,2.33E-02
2020/6/29,7.31E-03,2.51E-02,2.94E-02
2020/6/30,7.94E-03,2.60E-02,3.60E-02
2020/7/1,8.75E-03,2.40E-02,2.71E-02
2020/7/2,1.16E-02,2.26E-02,2.00E-02
2020/7/3,1.61E-02,2.15E-02,2.29E-02
2020/7/4,1.70E-02,2.06E-02,1.92E-02
2020/7/5,2.34E-02,1.95E-02,1.69E-02
2020/7/6,3.18E-02,1.84E-02,1.55E-02
2020/7/7,4.08E-02,1.73E-02,1.47E-02
2020/7/8,2.57E-02,1.65E-02,1.46E-02
2020/7/9,1.99E-02,1.59E-02,1.46E-02
2020/7/10,1.60E-02,2.00E-02,1.44E-02
2020/7/11,1.68E-02,2.13E-02,2.14E-02
2020/7/12,1.25E-02,2.01E-02,1.95E-02
2020/7/13,9.87E-03,1.91E-02,1.66E-02
2020/7/14,1.38E-02,2.02E-02,1.56E-02
2020/7/15,1.13E-02,1.92E-02,1.72E-02
2020/7/16,1.33E-02,1.94E-02,1.59E-02
2020/7/17,3.09E-02,1.87E-02,2.00E-02
2020/7/18,1.97E-02,1.76E-02,1.99E-02
2020/7/19,1.50E-02,1.67E-02,2.18E-02
2020/7/20,1.70E-02,1.59E-02,2.45E-02
2020/7/21,2.28E-02,1.52E-02,2.76E-02
2020/7/22,1.50E-02,1.61E-02,2.08E-02
2020/7/23,1.09E-02,1.54E-02,1.85E-02
2020/7/24,8.66E-03,1.68E-02,1.63E-02
2020/7/25,2.62E-02,1.62E-02,1.74E-02
2020/7/26,2.34E-02,1.58E-02,1.79E-02
2020/7/27,1.69E-02,1.55E-02,1.81E-02
2020/7/28,1.18E-02,1.53E-02,1.83E-02
2020/7/29,1.00E-02,1.55E-02,1.77E-02
2020/7/30,1.54E-02,1.52E-02,1.56E-02
2020/7/31,1.09E-02,1.62E-02,1.49E-02
2020/8/1,9.64E-03,1.75E-02,2.14E-02
2020/8/2,1.04E-02,1.68E-02,2.29E-02
2020/8/3,1.21E-02,1.63E-02,2.31E-02
2020/8/4,1.44E-02,1.77E-02,2.29E-02
2020/8/5,1.03E-02,2.10E-02,1.79E-02
2020/8/6,8.32E-03,2.01E-02,1.66E-02
2020/8/7,7.54E-03,1.90E-02,1.65E-02
2020/8/8,9.33E-03,1.92E-02,1.55E-02
2020/8/9,0.00818956,0.018644608,0.014772891
2020/8/10,0.007387025,0.0176872,0.01457161
2020/8/11,0.008449963,0.016745152,0.014976908
2020/8/12,1.05E-02,1.64E-02,1.61E-02
2020/8/13,9.25E-03,1.67E-02,1.51E-02
2020/8/14,7.77E-03,1.74E-02,1.48E-02
2020/8/15,1.04E-02,1.65E-02,1.49E-02
2020/8/16,1.29E-02,1.59E-02,1.52E-02
2020/8/17,1.56E-02,1.61E-02,1.58E-02
2020/8/18,1.84E-02,1.72E-02,1.65E-02
2020/8/19,1.27E-02,1.66E-02,2.06E-02
2020/8/20,1.23E-02,1.58E-02,1.69E-02
2020/8/21,1.24E-02,1.55E-02,1.56E-02
2020/8/22,9.82E-03,1.59E-02,1.62E-02
2020/8/23,8.38E-03,1.56E-02,1.52E-02
2020/8/24,0.007568204,0.015021476,0.014754037
2020/8/25,7.10E-03,1.45E-02,1.57E-02
2020/8/26,7.22E-03,1.59E-02,2.03E-02
2020/8/27,0.010831395,0.015214472,0.018572977
2020/8/28,0.009345335,0.015050551,0.015948397
2020/8/29,1.28E-02,1.46E-02,1.52E-02
2020/8/30,1.13E-02,1.42E-02,1.47E-02
2020/8/31,9.06E-03,1.38E-02,1.56E-02
2020/9/1,7.83E-03,1.36E-02,1.79E-02
2020/9/2,7.68E-03,1.38E-02,1.60E-02
2020/9/3,7.17E-03,1.75E-02,1.63E-02
2020/9/4,7.83E-03,1.67E-02,2.36E-02
2020/9/5,9.08E-03,2.41E-02,2.02E-02
2020/9/6,1.09E-02,3.31E-02,2.29E-02
2020/9/7,1.31E-02,4.33E-02,2.88E-02
2020/9/8,1.54E-02,5.43E-02,3.60E-02
2020/9/9,1.18E-02,6.59E-02,3.35E-02
2020/9/10,0.014973248,0.060399179,0.059030946
2020/9/11,0.011295524,0.055572058,0.038788964
2020/9/12,1.01E-02,5.02E-02,3.17E-02
2020/9/13,0.009314849,0.045315303,0.025697589
2020/9/14,8.79E-03,4.10E-02,2.07E-02
2020/9/15,8.37E-03,3.72E-02,1.71E-02
2020/9/16,0.008070114,0.035918579,0.015410452
2020/9/17,7.60E-03,3.83E-02,2.89E-02
2020/9/18,7.53E-03,3.57E-02,2.21E-02
2020/9/19,1.48E-02,3.25E-02,2.35E-02
2020/9/20,1.28E-02,2.99E-02,2.18E-02
2020/9/21,0.009636052,0.028582326,0.019304341
2020/9/22,8.91E-03,2.90E-02,1.70E-02
2020/9/23,0.011227229,0.026673344,0.037733293
2020/9/24,8.75E-03,2.46E-02,2.62E-02
2020/9/25,1.34E-02,2.29E-02,2.20E-02
2020/9/26,9.81E-03,2.14E-02,1.79E-02
2020/9/27,8.04E-03,1.99E-02,1.57E-02
2020/9/28,7.25E-03,1.87E-02,1.54E-02
2020/9/29,6.93E-03,1.79E-02,1.69E-02
2020/9/30,6.92E-03,2.24E-02,1.56E-02
2020/10/1,6.90E-03,2.16E-02,3.00E-02
2020/10/2,6.78E-03,2.60E-02,3.01E-02
2020/10/3,6.87E-03,2.98E-02,2.70E-02
2020/10/4,7.29E-03,2.75E-02,2.30E-02
2020/10/5,8.02E-03,2.74E-02,1.93E-02
