,ssec,wti,ine
2020/10/6,8.99E-03,3.54E-02,1.64E-02
2020/10/7,1.01E-02,3.28E-02,1.53E-02
2020/10/8,1.14E-02,3.06E-02,1.63E-02
2020/10/9,1.28E-02,3.10E-02,1.91E-02
2020/10/10,1.42E-02,2.90E-02,2.31E-02
2020/10/11,1.62E-02,2.78E-02,2.04E-02
2020/10/12,1.85E-02,2.72E-02,1.70E-02
2020/10/13,0.020806166,0.027286931,0.015783449
2020/10/14,0.013822202,0.026197566,0.017115027
2020/10/15,1.06E-02,2.58E-02,1.67E-02
2020/10/16,8.56E-03,2.38E-02,1.64E-02
2020/10/17,7.50E-03,2.20E-02,1.56E-02
2020/10/18,7.08E-03,2.04E-02,1.49E-02
2020/10/19,7.39E-03,1.91E-02,1.46E-02
2020/10/20,8.32E-03,1.81E-02,1.48E-02
2020/10/21,0.007929606,0.017144635,0.015392409
2020/10/22,7.21E-03,2.31E-02,1.51E-02
2020/10/23,7.31E-03,2.22E-02,1.68E-02
2020/10/24,9.63E-03,2.23E-02,1.58E-02
2020/10/25,1.01E-02,2.29E-02,1.92E-02
2020/10/26,9.95E-03,2.40E-02,2.57E-02
2020/10/27,0.009638404,0.025556265,0.033638468
2020/10/28,7.96E-03,2.39E-02,2.56E-02
2020/10/29,0.007771998,0.031334862,0.02132773
2020/10/30,0.007157046,0.031754606,0.048821243
2020/10/31,1.17E-02,2.94E-02,5.84E-02
2020/11/1,1.09E-02,2.70E-02,5.37E-02
2020/11/2,0.009069321,0.025959102,0.044697001
2020/11/3,0.007681085,0.027772648,0.034634452
2020/11/4,0.011476939,0.034349793,0.027985295
2020/11/5,8.90E-03,3.95E-02,3.24E-02
2020/11/6,0.011225076,0.037006634,0.02255358
2020/11/7,8.82E-03,3.81E-02,2.41E-02
2020/11/8,8.11E-03,3.55E-02,2.02E-02
2020/11/9,1.03E-02,3.24E-02,1.66E-02
2020/11/10,1.44E-02,3.21E-02,1.69E-02
2020/11/11,1.06E-02,5.47E-02,4.33E-02
2020/11/12,9.05E-03,5.08E-02,3.50E-02
2020/11/13,7.70E-03,4.60E-02,2.38E-02
2020/11/14,0.00896827,0.043429742,0.023385229
2020/11/15,7.75E-03,4.00E-02,2.04E-02
2020/11/16,7.68E-03,3.64E-02,1.73E-02
2020/11/17,1.00E-02,3.32E-02,1.54E-02
2020/11/18,8.22E-03,3.28E-02,1.52E-02
2020/11/19,7.45E-03,3.04E-02,1.57E-02
2020/11/20,7.61E-03,2.84E-02,1.52E-02
2020/11/21,7.58E-03,2.63E-02,1.47E-02
2020/11/22,8.18E-03,2.48E-02,1.53E-02
2020/11/23,9.15E-03,2.40E-02,1.82E-02
2020/11/24,1.04E-02,2.40E-02,2.27E-02
2020/11/25,8.55E-03,3.24E-02,4.80E-02
2020/11/26,1.07E-02,3.93E-02,5.29E-02
2020/11/27,8.54E-03,3.89E-02,3.35E-02
2020/11/28,1.04E-02,3.58E-02,2.35E-02
2020/11/29,9.12E-03,3.26E-02,2.03E-02
2020/11/30,7.71E-03,2.98E-02,2.14E-02
2020/12/1,7.75E-03,2.74E-02,2.47E-02
2020/12/2,1.33E-02,2.66E-02,1.87E-02
2020/12/3,9.73E-03,2.45E-02,1.72E-02
2020/12/4,8.09E-03,2.47E-02,1.62E-02
2020/12/5,7.27E-03,2.38E-02,2.39E-02
2020/12/6,7.07E-03,2.25E-02,2.28E-02
2020/12/7,7.61E-03,2.11E-02,1.99E-02
2020/12/8,8.77E-03,1.97E-02,1.69E-02
2020/12/9,7.64E-03,1.92E-02,2.81E-02
2020/12/10,1.01E-02,1.81E-02,2.40E-02
2020/12/11,8.15E-03,2.06E-02,1.90E-02
2020/12/12,8.81E-03,2.15E-02,1.79E-02
2020/12/13,7.80E-03,2.12E-02,1.68E-02
2020/12/14,7.23E-03,2.03E-02,1.58E-02
2020/12/15,8.06E-03,1.90E-02,1.51E-02
2020/12/16,7.25E-03,1.97E-02,1.58E-02
2020/12/17,6.92E-03,1.97E-02,1.49E-02
2020/12/18,9.85E-03,1.97E-02,3.18E-02
2020/12/19,8.25E-03,2.18E-02,2.61E-02
2020/12/20,7.33E-03,2.12E-02,1.97E-02
2020/12/21,7.41E-03,1.97E-02,1.74E-02
2020/12/22,8.47E-03,1.92E-02,2.19E-02
2020/12/23,1.41E-02,2.63E-02,4.65E-02
2020/12/24,1.12E-02,2.42E-02,4.18E-02
2020/12/25,9.42E-03,2.49E-02,3.97E-02
2020/12/26,1.01E-02,2.40E-02,3.24E-02
2020/12/27,9.18E-03,2.24E-02,2.57E-02
2020/12/28,0.008035223,0.020828715,0.020012444
2020/12/29,7.23E-03,1.99E-02,1.66E-02
2020/12/30,7.72E-03,1.88E-02,1.68E-02
2020/12/31,9.73E-03,1.86E-02,1.59E-02
2021/1/1,1.35E-02,1.79E-02,1.63E-02
2021/1/2,1.37E-02,1.69E-02,1.57E-02
2021/1/3,1.28E-02,1.63E-02,2.14E-02
2021/1/4,0.011687446,0.016611654,0.031547845
2021/1/5,0.010456391,0.018154641,0.043495258
2021/1/6,0.009537508,0.021028118,0.028898404
2021/1/7,0.008847416,0.030521603,0.030376225
2021/1/8,0.008834779,0.029128891,0.040131118
2021/1/9,0.00765438,0.03088379,0.032225244
2021/1/10,0.00770119,0.031414333,0.02355624
2021/1/11,8.67E-03,3.11E-02,1.84E-02
2021/1/12,1.02E-02,3.02E-02,2.13E-02
2021/1/13,1.60E-02,2.85E-02,1.72E-02
2021/1/14,1.13E-02,2.66E-02,2.59E-02
2021/1/15,1.05E-02,2.47E-02,2.20E-02
2021/1/16,8.33E-03,2.35E-02,1.95E-02
2021/1/17,0.007583029,0.022340957,0.019896185
2021/1/18,7.90E-03,2.13E-02,2.15E-02
2021/1/19,8.93E-03,2.04E-02,2.37E-02
2021/1/20,9.29E-03,1.95E-02,1.85E-02
2021/1/21,8.33E-03,1.84E-02,2.17E-02
2021/1/22,9.99E-03,1.73E-02,1.73E-02
2021/1/23,0.008496065,0.018845621,0.023320625
2021/1/24,0.00746033,0.019049212,0.023567548
2021/1/25,0.00710077,0.018518392,0.022257603
2021/1/26,7.52E-03,1.76E-02,2.05E-02
2021/1/27,0.011992817,0.016809141,0.018387107
2021/1/28,0.009091502,0.01603673,0.018680471
2021/1/29,1.45E-02,1.56E-02,1.60E-02
2021/1/30,1.11E-02,1.57E-02,1.51E-02
2021/1/31,8.73E-03,1.51E-02,1.46E-02
2021/2/1,0.007653959,0.015446264,0.014449507
2021/2/2,8.16E-03,1.80E-02,1.44E-02
2021/2/3,8.92E-03,2.67E-02,2.61E-02
2021/2/4,0.00817071,0.029840874,0.023225902
2021/2/5,0.007812888,0.029691684,0.026513975
2021/2/6,0.007212192,0.028674172,0.021734219
2021/2/7,0.007063514,0.028276373,0.020016206
2021/2/8,0.007942581,0.028456185,0.019628528
2021/2/9,0.009734279,0.02914945,0.019753374
2021/2/10,0.015003121,0.02885546,0.031100009
2021/2/11,1.40E-02,2.66E-02,2.25E-02
2021/2/12,1.31E-02,2.46E-02,1.77E-02
2021/2/13,1.23E-02,2.37E-02,1.75E-02
2021/2/14,0.011577146,0.023444537,0.021514517
2021/2/15,1.09E-02,2.39E-02,2.78E-02
2021/2/16,0.010195267,0.024973021,0.035030648
2021/2/17,9.56E-03,2.66E-02,4.28E-02
2021/2/18,8.96E-03,2.55E-02,5.08E-02
2021/2/19,8.41E-03,2.35E-02,5.90E-02
2021/2/20,8.22E-03,2.39E-02,4.14E-02
2021/2/21,7.35E-03,2.25E-02,2.97E-02
2021/2/22,8.58E-03,2.09E-02,2.17E-02
2021/2/23,1.20E-02,2.08E-02,1.73E-02
2021/2/24,9.11E-03,2.61E-02,4.15E-02
2021/2/25,1.49E-02,2.66E-02,2.72E-02
2021/2/26,0.01122979,0.027014043,0.027948934
2021/2/27,1.62E-02,2.75E-02,2.59E-02
2021/2/28,1.30E-02,2.74E-02,2.26E-02
2021/3/1,9.60E-03,2.69E-02,1.92E-02
2021/3/2,1.10E-02,2.62E-02,1.65E-02
2021/3/3,1.16E-02,2.53E-02,3.67E-02
2021/3/4,1.52E-02,2.49E-02,2.58E-02
2021/3/5,1.70E-02,2.92E-02,2.22E-02
2021/3/6,1.17E-02,3.09E-02,4.95E-02
2021/3/7,1.03E-02,2.92E-02,5.67E-02
2021/3/8,0.012952176,0.026732274,0.059768931
2021/3/9,0.017655747,0.026024887,0.061475427
2021/3/10,1.68E-02,2.51E-02,4.19E-02
2021/3/11,1.16E-02,2.36E-02,3.74E-02
2021/3/12,1.73E-02,2.37E-02,2.52E-02
2021/3/13,1.22E-02,2.21E-02,1.93E-02
2021/3/14,0.009186477,0.02065313,0.016678245
2021/3/15,8.33E-03,1.94E-02,1.56E-02
2021/3/16,9.59E-03,1.83E-02,1.51E-02
2021/3/17,9.35E-03,1.75E-02,2.23E-02
2021/3/18,7.81E-03,1.67E-02,1.83E-02
2021/3/19,7.84E-03,3.51E-02,1.71E-02
2021/3/20,1.30E-02,3.34E-02,5.65E-02
2021/3/21,1.07E-02,3.10E-02,5.31E-02
2021/3/22,8.53E-03,2.84E-02,4.17E-02
2021/3/23,1.04E-02,2.61E-02,2.90E-02
2021/3/24,1.02E-02,3.63E-02,2.23E-02
2021/3/25,0.011710391,0.039405932,0.030023855
2021/3/26,8.95E-03,4.03E-02,2.17E-02
2021/3/27,1.28E-02,3.95E-02,1.79E-02
2021/3/28,1.24E-02,3.76E-02,1.57E-02
2021/3/29,1.08E-02,3.50E-02,1.65E-02
2021/3/30,9.04E-03,3.21E-02,2.01E-02
2021/3/31,8.63E-03,3.03E-02,2.04E-02
2021/4/1,7.97E-03,2.87E-02,1.83E-02
2021/4/2,8.50E-03,2.98E-02,1.68E-02
2021/4/3,8.14E-03,2.80E-02,3.06E-02
2021/4/4,7.67E-03,2.57E-02,2.70E-02
2021/4/5,7.25E-03,2.55E-02,2.06E-02
2021/4/6,6.94E-03,2.93E-02,1.73E-02
2021/4/7,6.80E-03,2.71E-02,2.11E-02
2021/4/8,6.77E-03,2.49E-02,1.76E-02
2021/4/9,6.75E-03,2.30E-02,1.85E-02
2021/4/10,8.92E-03,2.14E-02,1.64E-02
2021/4/11,9.85E-03,1.99E-02,1.51E-02
2021/4/12,1.04E-02,1.86E-02,1.50E-02
2021/4/13,1.09E-02,1.77E-02,1.62E-02
2021/4/14,9.06E-03,1.75E-02,1.78E-02
2021/4/15,8.56E-03,2.39E-02,1.95E-02
2021/4/16,8.16E-03,2.21E-02,3.35E-02
2021/4/17,8.93E-03,2.07E-02,2.54E-02
2021/4/18,1.01E-02,1.93E-02,1.99E-02
2021/4/19,1.14E-02,1.82E-02,1.65E-02
2021/4/20,1.29E-02,1.73E-02,1.56E-02
2021/4/21,9.54E-03,1.76E-02,1.50E-02
2021/4/22,7.89E-03,1.95E-02,2.35E-02
2021/4/23,7.32E-03,1.84E-02,2.48E-02
2021/4/24,7.14E-03,1.78E-02,1.90E-02
2021/4/25,0.006931608,0.016998996,0.016252807
2021/4/26,7.64E-03,1.62E-02,1.50E-02
2021/4/27,9.33E-03,1.55E-02,1.46E-02
2021/4/28,7.80E-03,1.65E-02,1.49E-02
2021/4/29,7.62E-03,1.64E-02,2.15E-02
2021/4/30,7.79E-03,1.69E-02,2.53E-02
2021/5/1,8.81E-03,1.86E-02,2.26E-02
2021/5/2,8.79E-03,1.81E-02,2.17E-02
2021/5/3,8.46E-03,1.71E-02,2.16E-02
2021/5/4,0.008034581,0.017228045,0.02181691
2021/5/5,7.62E-03,1.94E-02,2.21E-02
2021/5/6,7.27E-03,1.83E-02,2.24E-02
2021/5/7,7.00E-03,1.79E-02,2.27E-02
2021/5/8,7.99E-03,1.69E-02,1.85E-02
2021/5/9,7.55E-03,1.61E-02,1.60E-02
2021/5/10,7.04E-03,1.54E-02,1.51E-02
2021/5/11,7.04E-03,1.48E-02,1.59E-02
2021/5/12,7.30E-03,1.47E-02,1.72E-02
2021/5/13,7.94E-03,1.45E-02,1.72E-02
2021/5/14,9.46E-03,1.98E-02,1.62E-02
2021/5/15,1.37E-02,2.14E-02,2.73E-02
2021/5/16,1.35E-02,2.19E-02,2.22E-02
2021/5/17,1.21E-02,2.18E-02,1.77E-02
2021/5/18,1.04E-02,2.12E-02,2.21E-02
2021/5/19,0.008533077,0.020616763,0.026144444
2021/5/20,8.13E-03,2.33E-02,2.64E-02
2021/5/21,7.31E-03,2.36E-02,3.26E-02
2021/5/22,7.87E-03,2.52E-02,2.93E-02
2021/5/23,7.40E-03,2.69E-02,2.23E-02
2021/5/24,6.97E-03,2.87E-02,1.78E-02
2021/5/25,7.08E-03,3.05E-02,2.11E-02
2021/5/26,1.66E-02,2.79E-02,2.98E-02
2021/5/27,1.17E-02,2.56E-02,2.26E-02
2021/5/28,9.33E-03,2.39E-02,1.85E-02
2021/5/29,7.93E-03,2.21E-02,1.88E-02
2021/5/30,7.19E-03,2.06E-02,1.73E-02
2021/5/31,7.00E-03,1.93E-02,1.56E-02
2021/6/1,7.30E-03,1.85E-02,1.48E-02
2021/6/2,7.12E-03,2.01E-02,2.20E-02
2021/6/3,8.42E-03,1.98E-02,1.84E-02
2021/6/4,7.74E-03,1.86E-02,1.94E-02
2021/6/5,7.24E-03,1.78E-02,1.63E-02
2021/6/6,7.04E-03,1.69E-02,1.51E-02
2021/6/7,6.97E-03,1.61E-02,1.46E-02
2021/6/8,6.94E-03,1.55E-02,1.44E-02
2021/6/9,7.62E-03,1.56E-02,1.60E-02
2021/6/10,7.34E-03,1.51E-02,2.08E-02
2021/6/11,7.76E-03,1.46E-02,1.73E-02
2021/6/12,8.04E-03,1.44E-02,1.73E-02
2021/6/13,8.41E-03,1.42E-02,1.73E-02
2021/6/14,8.83E-03,1.39E-02,1.73E-02
2021/6/15,9.29E-03,1.37E-02,1.73E-02
2021/6/16,9.78E-03,1.62E-02,1.72E-02
2021/6/17,1.06E-02,1.57E-02,1.56E-02
2021/6/18,8.47E-03,1.62E-02,1.50E-02
2021/6/19,7.42E-03,1.55E-02,2.80E-02
2021/6/20,0.006984025,0.01536387,0.025184264
2021/6/21,6.83E-03,1.63E-02,1.98E-02
2021/6/22,6.79E-03,1.86E-02,1.67E-02
2021/6/23,8.44E-03,1.75E-02,2.32E-02
2021/6/24,7.57E-03,1.67E-02,2.41E-02
2021/6/25,7.04E-03,1.60E-02,1.93E-02
2021/6/26,9.98E-03,1.58E-02,1.63E-02
2021/6/27,9.40E-03,1.51E-02,1.51E-02
2021/6/28,8.16E-03,1.50E-02,1.47E-02
2021/6/29,7.29E-03,1.60E-02,1.49E-02
2021/6/30,9.10E-03,1.56E-02,2.17E-02
2021/7/1,8.34E-03,1.52E-02,1.73E-02
2021/7/2,7.37E-03,1.68E-02,1.55E-02
2021/7/3,1.44E-02,1.60E-02,1.90E-02
2021/7/4,1.27E-02,1.54E-02,1.88E-02
2021/7/5,9.70E-03,1.54E-02,1.76E-02
2021/7/6,8.45E-03,1.62E-02,1.64E-02
2021/7/7,7.44E-03,1.71E-02,1.75E-02
2021/7/8,8.17E-03,1.74E-02,3.39E-02
2021/7/9,8.89E-03,1.74E-02,3.67E-02
2021/7/10,7.60E-03,1.88E-02,2.47E-02
2021/7/11,7.17E-03,1.86E-02,1.93E-02
2021/7/12,7.42E-03,1.76E-02,1.82E-02
2021/7/13,8.19E-03,1.67E-02,1.94E-02
2021/7/14,8.03E-03,1.73E-02,1.74E-02
2021/7/15,0.009953341,0.020433181,0.022014508
2021/7/16,0.010366724,0.020732766,0.031618393
2021/7/17,0.009439859,0.019386752,0.032316051
2021/7/18,0.008414473,0.020862419,0.030840641
2021/7/19,0.007552089,0.027366508,0.028657512
2021/7/20,0.007035093,0.037819606,0.026271879
2021/7/21,0.006843183,0.03435056,0.03978316
2021/7/22,0.00820199,0.036123305,0.027095417
2021/7/23,0.0076161,0.033821804,0.029198364
2021/7/24,0.008297933,0.030844526,0.028955028
2021/7/25,0.010811601,0.028208265,0.026007722
2021/7/26,0.014299998,0.025881065,0.02237535
2021/7/27,0.018235928,0.023834433,0.018929697
2021/7/28,0.020286434,0.022039423,0.018637224
2021/7/29,0.014025104,0.020875042,0.016832744
2021/7/30,0.013830661,0.020280959,0.016639075
2021/7/31,0.010357774,0.018989651,0.015252795
2021/8/1,0.008599443,0.018245543,0.014732386
2021/8/2,0.01051793,0.019232532,0.015143978
2021/8/3,0.014986444,0.022475359,0.016410065
2021/8/4,0.011028198,0.021652805,0.029607843
2021/8/5,0.010139523,0.024807281,0.022583221
2021/8/6,0.008400534,0.023563587,0.024266142
2021/8/7,0.007545773,0.023003799,0.019825468
2021/8/8,0.007134942,0.022663675,0.016474493
2021/8/9,0.007920543,0.022513409,0.017107784
2021/8/10,0.009812451,0.02252481,0.021932623
2021/8/11,0.010265422,0.024210639,0.017672823
2021/8/12,0.008241871,0.023237327,0.029582049
2021/8/13,0.007458218,0.021610099,0.021147899
2021/8/14,0.007162408,0.021033682,0.017050961
2021/8/15,0.006946034,0.020511445,0.015734089
2021/8/16,0.006806647,0.020034816,0.016688148
2021/8/17,0.00674521,0.019596581,0.019228508
2021/8/18,0.014539507,0.018856379,0.019285825
2021/8/19,0.012543231,0.021727861,0.0162719
2021/8/20,0.010018589,0.022278291,0.029374113
2021/8/21,0.010764461,0.023147994,0.02555808
2021/8/22,0.008623401,0.021445986,0.020665618
2021/8/23,0.008383503,0.022896594,0.016880927
2021/8/24,0.011797839,0.030570943,0.016195456
2021/8/25,0.011263358,0.030510494,0.039464021
2021/8/26,0.009886713,0.028017232,0.032362643
2021/8/27,0.010679184,0.025922121,0.023143564
2021/8/28,0.009209479,0.024998628,0.020029443
2021/8/29,0.008248406,0.023750998,0.018687302
2021/8/30,0.007582353,0.022321888,0.018066873
2021/8/31,0.007130305,0.020843841,0.017720278
2021/9/1,0.007434797,0.019867223,0.015906034
2021/9/2,0.008130314,0.018677807,0.018215605
2021/9/3,0.009019327,0.018940683,0.017253444
2021/9/4,0.008127069,0.01853002,0.030572234
2021/9/5,0.007293405,0.017953334,0.025397596
2021/9/6,0.007920007,0.017276157,0.018983661
2021/9/7,0.010107232,0.016555167,0.02020983
2021/9/8,0.012571256,0.016641534,0.018437023
2021/9/9,0.009358166,0.016994065,0.0159103
2021/9/10,0.008405076,0.01802851,0.017493834
2021/9/11,0.007588215,0.019388652,0.016635018
2021/9/12,0.007288608,0.0198615,0.015541979
2021/9/13,0.007206958,0.019758362,0.0194753
2021/9/14,0.007212659,0.019273287,0.027437584
2021/9/15,0.011441552,0.018187366,0.023296276
2021/9/16,0.008862283,0.021201576,0.019785678
2021/9/17,0.01149321,0.019756548,0.022407131
2021/9/18,0.008900847,0.018857026,0.01840106
2021/9/19,0.007748981,0.018428518,0.01635795
2021/9/20,0.007327785,0.018510015,0.015274095
2021/9/21,0.007233265,0.019099855,0.014701607
2021/9/22,0.007277423,0.018365376,0.014463807
2021/9/23,0.007382789,0.019342718,0.014493592
2021/9/24,0.007372046,0.019005844,0.018234117
2021/9/25,0.008646986,0.018218688,0.022836367
2021/9/26,0.009125079,0.017902017,0.02359786
2021/9/27,0.009342695,0.018095836,0.023239055
2021/9/28,0.00946738,0.01879618,0.022512032
2021/9/29,0.008580191,0.018666983,0.027581715
2021/9/30,0.013950386,0.017802783,0.0263556
2021/10/1,0.011578345,0.016911042,0.019598378
2021/10/2,0.010450919,0.016526259,0.01669719
2021/10/3,0.009894342,0.016714179,0.017730848
2021/10/4,0.009577415,0.017528877,0.021638449
2021/10/5,0.00935741,0.018943441,0.027061993
2021/10/6,0.009176917,0.019352386,0.033226018
2021/10/7,0.009013589,0.020801406,0.039775452
2021/10/8,0.008858907,0.020763672,0.046544171
2021/10/9,0.008709697,0.020478601,0.053447793
2021/10/10,0.008034614,0.020155504,0.045717026
2021/10/11,0.007362325,0.019803309,0.034231468
2021/10/12,0.006959352,0.019429283,0.023688515
2021/10/13,0.010502605,0.018230309,0.018482282
2021/10/14,0.008753814,0.017204027,0.018434946
2021/10/15,0.007566916,0.017063878,0.016008121
2021/10/16,0.007478695,0.017532676,0.018666343
2021/10/17,0.007149638,0.017113511,0.0204697
2021/10/18,0.00688311,0.016329261,0.022069193
2021/10/19,0.006813742,0.015621667,0.023648685
2021/10/20,0.008085049,0.015467287,0.020469685
2021/10/21,0.007336535,0.015855241,0.020067166
2021/10/22,0.007084885,0.015673539,0.017244547
2021/10/23,0.007183745,0.016679845,0.020346765
2021/10/24,0.006890312,0.016575595,0.017495249
2021/10/25,0.007221826,0.015957176,0.015764974
2021/10/26,0.008428711,0.015279236,0.018386233
2021/10/27,0.007710386,0.015066782,0.016076986
2021/10/28,0.009489605,0.019010031,0.016731216
2021/10/29,0.011157201,0.017975478,0.023642262
2021/10/30,0.010107561,0.017102427,0.019332297
2021/10/31,0.008800064,0.016339374,0.016973988
2021/11/1,0.007689558,0.01567401,0.015616074
2021/11/2,0.007109469,0.015095542,0.014848805
2021/11/3,0.009823308,0.015461393,0.02308014
2021/11/4,0.008125132,0.023505886,0.020002468
2021/11/5,0.008907871,0.023045711,0.027011911
2021/11/6,0.009953905,0.024514712,0.020855876
2021/11/7,0.008951722,0.024575352,0.017098539
2021/11/8,0.007734683,0.02377431,0.019345462
2021/11/9,0.007225283,0.022473379,0.026572724
2021/11/10,0.007070941,0.024554052,0.019841554
2021/11/11,0.007339559,0.026443365,0.022325033
2021/11/12,0.010096909,0.024329865,0.022807854
2021/11/13,0.008227919,0.022904387,0.023544117
2021/11/14,0.007326342,0.021400407,0.0231881
2021/11/15,0.006951823,0.01994967,0.022472727
2021/11/16,0.006878094,0.018693168,0.021646099
2021/11/17,0.007082966,0.017661783,0.018339209
2021/11/18,0.007405301,0.020934092,0.019225843
2021/11/19,0.007598211,0.019928427,0.033221911
2021/11/20,0.010042028,0.02332716,0.024328375
2021/11/21,0.010133105,0.023160534,0.01847221
2021/11/22,0.009557989,0.021625373,0.017991097
2021/11/23,0.008800621,0.020331421,0.023007907
2021/11/24,0.0076638,0.02110104,0.018040017
2021/11/25,0.007109395,0.019690068,0.034428212
2021/11/26,0.007024593,0.01854526,0.023670878
2021/11/27,0.007710843,0.055263507,0.027026092
2021/11/28,0.007518236,0.058822663,0.033590011
2021/11/29,0.007152168,0.053972759,0.041339782
2021/11/30,0.006880393,0.050004536,0.049564646
2021/12/1,0.006774018,0.048258772,0.04950815
2021/12/2,0.007119701,0.043718964,0.03794823
2021/12/3,0.006884722,0.041096551,0.025879105
2021/12/4,0.009027988,0.037294405,0.01933459
2021/12/5,0.008195381,0.034500648,0.018891144
2021/12/6,0.007302638,0.034675372,0.023355164
2021/12/7,0.007643672,0.038985375,0.030228527
2021/12/8,0.007146332,0.03768217,0.028814247
2021/12/9,0.010169342,0.034390285,0.032470897
2021/12/10,0.010261251,0.032788365,0.023276974
2021/12/11,0.008307486,0.030451394,0.023309532
2021/12/12,0.007348992,0.027981731,0.018318519
2021/12/13,0.007077395,0.025665628,0.017778457
2021/12/14,0.007309303,0.023830107,0.024994415
2021/12/15,0.007725587,0.022745916,0.020147155
